,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
33,Twitter_volume_FB.csv,27512848.798273485,Linear,1.0,9,Linear,0.63157895,0.79824562,0.2
34,machine_temperature_system_failure.csv,27572240.89586723,Linear,0.4,10,Linear,0.63157895,0.79824562,0.2
35,,,,,,,,,
36,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
37,Thyroid Disease,8026626.042870447,KMeans,0.22317597,1,KMeans,0.83333333,1.0,0.30000000000000004
38,Object Images,15006749.817112803,Gaussian,0.06772229,2,Gaussian,0.73684211,0.90350878,0.30000000000000004
39,Letter Recognition,23531489.317076363,KMeans,0.44545455,3,KMeans,0.83333333,1.0,0.30000000000000004
40,Statlog Shuttle,28406989.241700806,KMeans,0.96766744,4,KMeans,0.83333333,1.0,0.30000000000000004
41,Speech Accent Data,31491381.572175227,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.30000000000000004
42,Landsat Satellite,33596309.83293919,Linear,0.71794872,6,KMeans,0.83333333,1.0,0.30000000000000004
43,ec2_cpu_utilization_c6585a.csv,37565434.06358576,Linear,0.0,7,KMeans,0.83333333,1.0,0.30000000000000004
44,cpu_utilization_asg_misconfiguration.csv,37697231.468219995,KMeans,0.00775194,8,KMeans,0.83333333,1.0,0.30000000000000004
45,Twitter_volume_IBM.csv,37715121.6574411,Linear,0.5,9,KMeans,0.83333333,1.0,0.30000000000000004
46,Twitter_volume_FB.csv,37715692.62092689,Linear,1.0,10,Linear,0.63157895,0.79824562,0.30000000000000004
47,,,,,,,,,
48,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
49,Letter Recognition,5846560.024477139,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.4
50,Thyroid Disease,25711555.33546967,KMeans,0.22317597,2,KMeans,0.83333333,1.0,0.4
51,Object Images,32691679.109712027,Gaussian,0.06772229,3,KMeans,0.83333333,1.0,0.4
52,Statlog Shuttle,46091918.53430003,KMeans,0.96766744,4,KMeans,0.83333333,1.0,0.4
53,Speech Accent Data,49176310.86477445,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.4
54,Landsat Satellite,51281239.125538416,Linear,0.71794872,6,KMeans,0.83333333,1.0,0.4
55,ec2_cpu_utilization_c6585a.csv,55250363.35618498,Linear,0.0,7,KMeans,0.83333333,1.0,0.4
56,cpu_utilization_asg_misconfiguration.csv,55382160.76081922,KMeans,0.00775194,8,KMeans,0.83333333,1.0,0.4
57,Twitter_volume_IBM.csv,55400050.950040326,Linear,0.5,9,KMeans,0.83333333,1.0,0.4
58,Twitter_volume_FB.csv,55400621.91352611,Linear,1.0,10,Linear,0.63157895,0.79824562,0.4
59,,,,,,,,,
60,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
61,Letter Recognition,25102066.237571508,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.5
62,Pen-Based Recognition of Handwritten Text,33001854.466748208,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.5
63,Thyroid Disease,56660181.59751832,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.5
64,Object Images,63640305.371760674,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.5
65,Statlog Shuttle,77040544.79634868,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.5
66,Speech Accent Data,80124937.1268231,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.5
67,Landsat Satellite,82229865.38758707,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.5
68,ec2_cpu_utilization_c6585a.csv,86198989.61823362,Linear,0.0,8,KMeans,0.83333333,1.0,0.5
69,cpu_utilization_asg_misconfiguration.csv,86330787.02286786,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.5
70,Twitter_volume_IBM.csv,86348677.21208897,Linear,0.5,10,KMeans,0.83333333,1.0,0.5
71,,,,,,,,,
72,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
73,Pen-Based Recognition of Handwritten Text,22705672.80607018,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.6000000000000001
74,Letter Recognition,80809593.51328355,KMeans,0.44545455,2,KMeans,0.83333333,1.0,0.6000000000000001
75,Thyroid Disease,112367708.89534432,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.6000000000000001
76,Object Images,119347832.65637004,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.6000000000000001
77,Statlog Shuttle,132748072.06570834,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.6000000000000001
78,Speech Accent Data,135832464.40251383,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.6000000000000001
79,Landsat Satellite,137937392.67397523,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.6000000000000001
80,ec2_cpu_utilization_c6585a.csv,141906516.87852228,Linear,0.0,8,KMeans,0.83333333,1.0,0.6000000000000001
81,cpu_utilization_asg_misconfiguration.csv,142038314.28318492,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.6000000000000001
82,Twitter_volume_IBM.csv,142056204.46928513,Linear,0.5,10,KMeans,0.83333333,1.0,0.6000000000000001
83,,,,,,,,,
84,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
85,Pen-Based Recognition of Handwritten Text,126693057.04880102,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.7000000000000001
86,Letter Recognition,184796977.75467017,KMeans,0.44545455,2,KMeans,0.83333333,1.0,0.7000000000000001
87,Thyroid Disease,216355093.12708783,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.7000000000000001
88,Object Images,223335216.8938999,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.7000000000000001
89,Statlog Shuttle,236735456.30998227,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.7000000000000001
90,Speech Accent Data,239819848.64409882,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.7000000000000001
91,Landsat Satellite,241924776.91094822,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.7000000000000001
92,ec2_cpu_utilization_c6585a.csv,245893901.1268641,Linear,0.0,8,KMeans,0.83333333,1.0,0.7000000000000001
93,cpu_utilization_asg_misconfiguration.csv,246025698.53151688,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.7000000000000001
94,Twitter_volume_IBM.csv,246043588.71900278,Linear,0.5,10,KMeans,0.83333333,1.0,0.7000000000000001
95,,,,,,,,,
96,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
97,Pen-Based Recognition of Handwritten Text,328725689.28744406,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.8
98,Letter Recognition,386829609.9923591,KMeans,0.44545455,2,KMeans,0.83333333,1.0,0.8
99,Thyroid Disease,418387725.35777175,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.8
100,Object Images,425367849.12884223,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.8
101,Statlog Shuttle,438768088.54980314,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.8
102,Speech Accent Data,441852480.8819066,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.8
103,Landsat Satellite,443957409.14534354,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.8
104,ec2_cpu_utilization_c6585a.csv,447926533.36960185,Linear,0.0,8,KMeans,0.83333333,1.0,0.8
105,cpu_utilization_asg_misconfiguration.csv,448058330.774246,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.8
106,Twitter_volume_IBM.csv,448076220.96273607,Linear,0.5,10,KMeans,0.83333333,1.0,0.8
107,,,,,,,,,
108,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
109,Pen-Based Recognition of Handwritten Text,737841769.5695894,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.9
110,Letter Recognition,795945690.2741208,KMeans,0.44545455,2,KMeans,0.83333333,1.0,0.9
111,Thyroid Disease,827503805.6361822,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.9
112,Object Images,834483929.4092711,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,0.9
113,Statlog Shuttle,847884168.8325275,KMeans,0.96766744,5,KMeans,0.83333333,1.0,0.9
114,Speech Accent Data,850968561.1636395,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.9
115,Landsat Satellite,853073489.4254183,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.9
116,ec2_cpu_utilization_c6585a.csv,857042613.6536758,Linear,0.0,8,KMeans,0.83333333,1.0,0.9
117,cpu_utilization_asg_misconfiguration.csv,857174411.0583148,KMeans,0.00775194,9,KMeans,0.83333333,1.0,0.9
118,Twitter_volume_IBM.csv,857192301.247282,Linear,0.5,10,KMeans,0.83333333,1.0,0.9
119,,,,,,,,,
120,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
121,Pen-Based Recognition of Handwritten Text,1601531272.3888133,KMeans,0.88648649,1,KMeans,0.83333333,1.0,1.0
122,Letter Recognition,1659635193.0932333,KMeans,0.44545455,2,KMeans,0.83333333,1.0,1.0
123,Thyroid Disease,1691193308.4539697,KMeans,0.22317597,3,KMeans,0.83333333,1.0,1.0
124,Object Images,1698173432.2278094,Gaussian,0.06772229,4,KMeans,0.83333333,1.0,1.0
125,Statlog Shuttle,1711573671.6519206,KMeans,0.96766744,5,KMeans,0.83333333,1.0,1.0
126,Speech Accent Data,1714658063.9826388,Linear,0.11764706,6,KMeans,0.83333333,1.0,1.0
127,Landsat Satellite,1716762992.2437763,Linear,0.71794872,7,KMeans,0.83333333,1.0,1.0
128,ec2_cpu_utilization_c6585a.csv,1720732116.4735546,Linear,0.0,8,KMeans,0.83333333,1.0,1.0
129,cpu_utilization_asg_misconfiguration.csv,1720863913.878191,KMeans,0.00775194,9,KMeans,0.83333333,1.0,1.0
130,Twitter_volume_IBM.csv,1720881804.0673316,Linear,0.5,10,KMeans,0.83333333,1.0,1.0
131,,,,,,,,,
132,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
133,Pen-Based Recognition of Handwritten Text,1601531272.3888133,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.0
134,Letter Recognition,1659635193.0932333,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.0
135,Thyroid Disease,1691193308.4539697,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.0
136,Object Images,1698173432.2278094,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.0
137,Statlog Shuttle,1711573671.6519206,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,0.0
138,Speech Accent Data,1714658063.9826388,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.0
139,Landsat Satellite,1716762992.2437763,Linear,0.71794872,7,KMeans,0.38537271,0.4468761299999999,0.0
140,ec2_cpu_utilization_c6585a.csv,1720732116.4735546,Linear,0.0,8,KMeans,0.38537271,0.4468761299999999,0.0
141,cpu_utilization_asg_misconfiguration.csv,1720863913.878191,KMeans,0.00775194,9,KMeans,0.38537271,0.4468761299999999,0.0
142,Twitter_volume_IBM.csv,1720881804.0673316,Linear,0.5,10,KMeans,0.38537271,0.4468761299999999,0.0
143,,,,,,,,,
144,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
145,Pen-Based Recognition of Handwritten Text,1601531272.3888123,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.1
146,Letter Recognition,1659635193.0932324,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.1
147,Thyroid Disease,1691193308.453971,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.1
148,Object Images,1698173432.227808,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.1
149,Statlog Shuttle,1711573671.6519177,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,0.1
150,Speech Accent Data,1714658063.9826362,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.1
151,Landsat Satellite,1716762992.243775,Linear,0.71794872,7,KMeans,0.38537271,0.4468761299999999,0.1
152,ec2_cpu_utilization_c6585a.csv,1720732116.4735506,Linear,0.0,8,KMeans,0.38537271,0.4468761299999999,0.1
153,cpu_utilization_asg_misconfiguration.csv,1720863913.878187,KMeans,0.00775194,9,KMeans,0.38537271,0.4468761299999999,0.1
154,Twitter_volume_IBM.csv,1720881804.067326,Linear,0.5,10,KMeans,0.38537271,0.4468761299999999,0.1
155,,,,,,,,,
156,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
157,Pen-Based Recognition of Handwritten Text,1601531272.3888063,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.2
158,Letter Recognition,1659635193.093226,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.2
159,Thyroid Disease,1691193308.4539645,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.2
160,Object Images,1698173432.227809,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.2
161,Statlog Shuttle,1711573671.6519132,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,0.2
162,Speech Accent Data,1714658063.9826362,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.2
163,Landsat Satellite,1716762992.2437751,Linear,0.71794872,7,KMeans,0.38537271,0.4468761299999999,0.2
164,ec2_cpu_utilization_c6585a.csv,1720732116.4735446,Linear,0.0,8,KMeans,0.38537271,0.4468761299999999,0.2
165,cpu_utilization_asg_misconfiguration.csv,1720863913.878181,KMeans,0.00775194,9,KMeans,0.38537271,0.4468761299999999,0.2
166,Twitter_volume_IBM.csv,1720881804.067328,Linear,0.5,10,KMeans,0.38537271,0.4468761299999999,0.2
167,,,,,,,,,
168,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
169,Pen-Based Recognition of Handwritten Text,1601531272.388803,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
170,Letter Recognition,1659635193.0932224,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
171,Thyroid Disease,1691193308.4539626,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
172,Object Images,1698173432.2277985,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
173,Statlog Shuttle,1711573671.6519048,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
174,Speech Accent Data,1714658063.982624,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
175,Landsat Satellite,1716762992.2437637,Linear,0.71794872,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
176,KDD-Cup99 HTTP,1719435850.6448143,RPCA,0.93849658,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
177,ec2_cpu_utilization_c6585a.csv,1720732116.4735353,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
178,cpu_utilization_asg_misconfiguration.csv,1720863913.8781717,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,Pen-Based Recognition of Handwritten Text,1601531272.3887942,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.4
182,Letter Recognition,1659635193.0932128,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.4
183,Thyroid Disease,1691193308.4539523,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.4
184,Object Images,1698173432.22779,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.4
185,Statlog Shuttle,1711573671.6518943,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,0.4
186,Speech Accent Data,1714658063.9826148,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.4
187,KDD-Cup99 HTTP,1716258588.6463747,RPCA,0.93849658,7,KMeans,0.38537271,0.4468761299999999,0.4
188,Landsat Satellite,1716762992.2437544,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.4
189,ec2_cpu_utilization_c6585a.csv,1720732116.4735239,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.4
190,cpu_utilization_asg_misconfiguration.csv,1720863913.87816,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.4
191,,,,,,,,,
192,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
193,Pen-Based Recognition of Handwritten Text,1601531272.3887825,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.5
194,Letter Recognition,1659635193.0932,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.5
195,Thyroid Disease,1691193308.4539387,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.5
196,Object Images,1698173432.2277792,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.5
197,KDD-Cup99 HTTP,1710698380.1491277,RPCA,0.93849658,5,KMeans,0.38537271,0.4468761299999999,0.5
198,Statlog Shuttle,1711573671.6518805,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,0.5
199,Speech Accent Data,1714658063.9826026,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,0.5
200,Landsat Satellite,1716762992.2437422,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.5
201,ec2_cpu_utilization_c6585a.csv,1720732116.473509,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.5
202,cpu_utilization_asg_misconfiguration.csv,1720863913.8781455,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.5
203,,,,,,,,,
204,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
205,Pen-Based Recognition of Handwritten Text,1601531272.3887687,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
206,Letter Recognition,1659635193.0931852,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
207,Thyroid Disease,1691193308.4539244,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
208,Object Images,1698173432.2277577,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
209,KDD-Cup99 HTTP,1700690004.8541076,RPCA,0.93849658,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
210,Statlog Shuttle,1711573671.65186,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
211,Speech Accent Data,1714658063.9825795,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
212,Landsat Satellite,1716762992.2437198,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
213,ec2_cpu_utilization_c6585a.csv,1720732116.4734879,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
214,cpu_utilization_asg_misconfiguration.csv,1720863913.8781242,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
215,,,,,,,,,
216,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
217,Pen-Based Recognition of Handwritten Text,1601531272.388746,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
218,Letter Recognition,1659635193.0931604,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
219,KDD-Cup99 HTTP,1682007704.3034668,RPCA,0.93849658,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
220,Thyroid Disease,1691193308.4538987,KMeans,0.22317597,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
221,Object Images,1698173432.2277384,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
222,Statlog Shuttle,1711573671.6518357,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
223,Speech Accent Data,1714658063.982559,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
224,Landsat Satellite,1716762992.2436998,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
225,ec2_cpu_utilization_c6585a.csv,1720732116.4734626,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
226,cpu_utilization_asg_misconfiguration.csv,1720863913.878099,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
227,,,,,,,,,
228,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
229,Pen-Based Recognition of Handwritten Text,1601531272.3887196,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.8
230,KDD-Cup99 HTTP,1645710663.233718,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.8
231,Letter Recognition,1659635193.0931323,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.8
232,Thyroid Disease,1691193308.4538715,KMeans,0.22317597,4,KMeans,0.38537271,0.4468761299999999,0.8
233,Object Images,1698173432.2277102,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.8
234,Statlog Shuttle,1711573671.6518052,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,0.8
235,Speech Accent Data,1714658063.9825294,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,0.8
236,Landsat Satellite,1716762992.2436712,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.8
237,ec2_cpu_utilization_c6585a.csv,1720732116.473431,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.8
238,cpu_utilization_asg_misconfiguration.csv,1720863913.8780673,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.8
239,,,,,,,,,
240,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
241,KDD-Cup99 HTTP,1572209155.0675755,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.9
242,Pen-Based Recognition of Handwritten Text,1601531272.3886871,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.9
243,Letter Recognition,1659635193.0930982,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.9
244,Thyroid Disease,1691193308.4538386,KMeans,0.22317597,4,KMeans,0.38537271,0.4468761299999999,0.9
245,Object Images,1698173432.227669,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.9
246,Statlog Shuttle,1711573671.6517658,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,0.9
247,Speech Accent Data,1714658063.9824867,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,0.9
248,Landsat Satellite,1716762992.2436295,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,0.9
249,ec2_cpu_utilization_c6585a.csv,1720732116.4733908,Linear,0.0,9,KMeans,0.38537271,0.4468761299999999,0.9
250,cpu_utilization_asg_misconfiguration.csv,1720863913.8780272,KMeans,0.00775194,10,KMeans,0.38537271,0.4468761299999999,0.9
251,,,,,,,,,
252,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
253,KDD-Cup99 HTTP,1417039304.4947553,RPCA,0.93849658,1,RPCA,0.93849658,1.0,1.0
254,Pen-Based Recognition of Handwritten Text,1601531272.3886304,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,1.0
255,Letter Recognition,1659635193.0930388,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,1.0
256,Thyroid Disease,1691193308.4537692,KMeans,0.22317597,4,KMeans,0.38537271,0.4468761299999999,1.0
257,Object Images,1698173432.227608,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,1.0
258,Statlog Shuttle,1711573671.6517076,KMeans,0.96766744,6,KMeans,0.38537271,0.4468761299999999,1.0
259,Speech Accent Data,1714658063.982428,Linear,0.11764706,7,KMeans,0.38537271,0.4468761299999999,1.0
260,Landsat Satellite,1716762992.2435665,Linear,0.71794872,8,KMeans,0.38537271,0.4468761299999999,1.0
