,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
71,Pen-Based Recognition of Handwritten Text,1.9987071e+21,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.7000000000000001
72,Pen-Based Recognition of Handwritten Text (Local),2.3101389e+21,KMeans,0.52631579,2,KMeans,0.83333333,1.0,0.7000000000000001
73,KDD-Cup99 HTTP,2.3215237e+21,RPCA,0.93849658,3,KMeans,0.83333333,1.0,0.7000000000000001
74,Letter Recognition,2.4628436e+21,KMeans,0.44545455,4,KMeans,0.83333333,1.0,0.7000000000000001
75,Landsat Satellite,2.876856e+21,Linear,0.71794872,5,KMeans,0.83333333,1.0,0.7000000000000001
76,Speech Accent Data,2.9314943e+21,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.7000000000000001
77,Object Images,3.1744644e+21,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.7000000000000001
78,Thyroid Disease,3.1785058e+21,KMeans,0.22317597,8,KMeans,0.83333333,1.0,0.7000000000000001
79,,,,,,,,,
80,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
81,Pen-Based Recognition of Handwritten Text,5.1333965e+21,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.8
82,Pen-Based Recognition of Handwritten Text (Local),9.4422425e+21,KMeans,0.52631579,2,KMeans,0.83333333,1.0,0.8
83,KDD-Cup99 HTTP,9.453628e+21,RPCA,0.93849658,3,KMeans,0.83333333,1.0,0.8
84,Letter Recognition,9.594947e+21,KMeans,0.44545455,4,KMeans,0.83333333,1.0,0.8
85,Landsat Satellite,1.000896e+22,Linear,0.71794872,5,KMeans,0.83333333,1.0,0.8
86,Speech Accent Data,1.0063598e+22,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.8
87,Object Images,1.0306568e+22,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.8
88,Thyroid Disease,1.031061e+22,KMeans,0.22317597,8,KMeans,0.83333333,1.0,0.8
89,,,,,,,,,
90,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
91,Pen-Based Recognition of Handwritten Text,3.205836e+22,KMeans,0.88648649,1,KMeans,0.83333333,1.0,0.9
92,Pen-Based Recognition of Handwritten Text (Local),3.6367207e+22,KMeans,0.52631579,2,KMeans,0.83333333,1.0,0.9
93,KDD-Cup99 HTTP,3.6378592e+22,RPCA,0.93849658,3,KMeans,0.83333333,1.0,0.9
94,Letter Recognition,3.6519912e+22,KMeans,0.44545455,4,KMeans,0.83333333,1.0,0.9
95,Landsat Satellite,3.6933924e+22,Linear,0.71794872,5,KMeans,0.83333333,1.0,0.9
96,Speech Accent Data,3.6988561e+22,Linear,0.11764706,6,KMeans,0.83333333,1.0,0.9
97,Object Images,3.7231533e+22,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.9
98,Thyroid Disease,3.7235573e+22,KMeans,0.22317597,8,KMeans,0.83333333,1.0,0.9
99,,,,,,,,,
100,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
101,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.83333333,1.0,1.0
102,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,2,KMeans,0.83333333,1.0,1.0
103,KDD-Cup99 HTTP,1.4810172e+23,RPCA,0.93849658,3,KMeans,0.83333333,1.0,1.0
104,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.83333333,1.0,1.0
105,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.83333333,1.0,1.0
106,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.83333333,1.0,1.0
107,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,1.0
108,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.83333333,1.0,1.0
109,,,,,,,,,
110,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
111,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.0
112,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.0
113,KDD-Cup99 HTTP,1.4810172e+23,RPCA,0.93849658,3,KMeans,0.38537271,0.4468761299999999,0.0
114,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.0
115,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.0
116,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.0
117,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.0
118,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.0
119,,,,,,,,,
120,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
121,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.1
122,KDD-Cup99 HTTP,1.479206e+23,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.1
123,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.1
124,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.1
125,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.1
126,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.1
127,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.1
128,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.1
129,,,,,,,,,
130,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
131,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.2
132,KDD-Cup99 HTTP,1.47461435e+23,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.2
133,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.2
134,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.2
135,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.2
136,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.2
137,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.2
138,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.2
139,,,,,,,,,
140,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
141,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
142,KDD-Cup99 HTTP,1.4642454e+23,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
143,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
144,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
145,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
146,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
147,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
148,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
149,,,,,,,,,
150,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
151,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.4
152,KDD-Cup99 HTTP,1.4398651e+23,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.4
153,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.4
154,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.4
155,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.4
156,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.4
157,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.4
158,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.4
159,,,,,,,,,
160,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
161,KDD-Cup99 HTTP,1.3776445e+23,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.5
162,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.5
163,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.5
164,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.5
165,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.5
166,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.5
167,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.5
168,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.5
169,,,,,,,,,
170,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
171,KDD-Cup99 HTTP,1.2029287e+23,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.6000000000000001
172,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
173,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
174,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
175,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
176,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
177,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
178,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,KDD-Cup99 HTTP,6.6104097e+22,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.7000000000000001
182,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
183,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
184,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
185,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
186,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
187,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
188,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
189,,,,,,,,,
190,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
191,KDD-Cup99 HTTP,1.1950243e+23,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.8
192,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.8
193,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.8
194,Letter Recognition,1.4824303e+23,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.8
195,Landsat Satellite,1.4865705e+23,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.8
196,Speech Accent Data,1.4871169e+23,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.8
197,Object Images,1.4895466e+23,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.8
198,Thyroid Disease,1.489587e+23,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.8
199,,,,,,,,,
200,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
201,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.9
202,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.9
203,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.9
204,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.9
205,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.9
206,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,0.9
207,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.9
208,KDD-Cup99 HTTP,8.202003e+23,RPCA,0.93849658,8,KMeans,0.38537271,0.4468761299999999,0.9
209,,,,,,,,,
210,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
211,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,1.0
212,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,1.0
213,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,1.0
214,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,1.0
215,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,1.0
216,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,1.0
217,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,1.0
218,KDD-Cup99 HTTP,3.7276938e+24,RPCA,0.93849658,8,KMeans,0.38537271,0.4468761299999999,1.0
219,,,,,,,,,
220,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
221,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.0
222,Pen-Based Recognition of Handwritten Text (Local),1.48090335e+23,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.0
223,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.0
224,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.0
225,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.0
226,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.0
227,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.0
228,KDD-Cup99 HTTP,3.7276938e+24,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.0
229,,,,,,,,,
230,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
231,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.1
232,Pen-Based Recognition of Handwritten Text (Local),1.4790683e+23,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.1
233,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.1
234,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.1
235,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.1
236,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.1
237,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.1
238,KDD-Cup99 HTTP,3.7276938e+24,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.1
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
241,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.2
242,Pen-Based Recognition of Handwritten Text (Local),1.474416e+23,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.2
243,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.2
244,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.2
245,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.2
246,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.2
247,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.2
248,KDD-Cup99 HTTP,3.7276938e+24,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.2
249,,,,,,,,,
250,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
251,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.30000000000000004
252,Pen-Based Recognition of Handwritten Text (Local),1.4639102e+23,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.30000000000000004
253,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.30000000000000004
254,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.30000000000000004
255,Speech Accent Data,1.4871169e+23,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.30000000000000004
256,Object Images,1.4895466e+23,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.30000000000000004
257,Thyroid Disease,1.489587e+23,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.30000000000000004
258,KDD-Cup99 HTTP,3.7276938e+24,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.30000000000000004
259,,,,,,,,,
260,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
261,Pen-Based Recognition of Handwritten Text,1.4378149e+23,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.4
262,Pen-Based Recognition of Handwritten Text (Local),1.439208e+23,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.4
263,Letter Recognition,1.4824303e+23,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.4
264,Landsat Satellite,1.4865705e+23,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.4
