,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
132,KDD-Cup99 HTTP,231723378.1807921,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.2
133,Pen-Based Recognition of Handwritten Text (Local),237866565.64167455,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.2
134,Letter Recognition,239673154.02955866,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.2
135,Landsat Satellite,245899553.9634125,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.2
136,Speech Accent Data,246990899.48192543,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.2
137,Object Images,255537713.22315207,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.2
138,Thyroid Disease,256039940.01599222,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.2
139,,,,,,,,,
140,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
141,Pen-Based Recognition of Handwritten Text,209547921.4267996,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
142,KDD-Cup99 HTTP,223961614.24094802,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
143,Pen-Based Recognition of Handwritten Text (Local),237866565.6416756,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
144,Letter Recognition,239673154.02955943,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
145,Landsat Satellite,245899553.96341315,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
146,Speech Accent Data,246990899.4819265,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
147,Object Images,255537713.2506913,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
148,Thyroid Disease,256039915.3940578,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
149,,,,,,,,,
150,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
151,Pen-Based Recognition of Handwritten Text,209547921.42680016,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.4
152,KDD-Cup99 HTTP,210507890.07855204,RPCA,0.93849658,2,KMeans,0.38537271,0.4468761299999999,0.4
153,Pen-Based Recognition of Handwritten Text (Local),237866565.6416771,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.4
154,Letter Recognition,239673154.02956024,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.4
155,Landsat Satellite,245899553.96341354,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.4
156,Speech Accent Data,246990899.481928,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.4
157,Object Images,255537713.50129652,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.4
158,Thyroid Disease,256041177.08503348,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.4
159,,,,,,,,,
160,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
161,KDD-Cup99 HTTP,186963872.79435807,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.5
162,Pen-Based Recognition of Handwritten Text,209547921.42680016,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.5
163,Pen-Based Recognition of Handwritten Text (Local),237866565.6416772,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.5
164,Letter Recognition,239673154.02956036,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.5
165,Landsat Satellite,245899553.96341354,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.5
166,Speech Accent Data,246990899.48192808,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.5
167,Object Images,255537713.52946365,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.5
168,Thyroid Disease,256039474.865891,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.5
169,,,,,,,,,
170,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
171,KDD-Cup99 HTTP,144584641.68280846,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.6000000000000001
172,Pen-Based Recognition of Handwritten Text,209547921.42679796,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
173,Pen-Based Recognition of Handwritten Text (Local),237866565.64167544,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
174,Letter Recognition,239673154.02955806,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
175,Landsat Satellite,245899553.9634106,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
176,Speech Accent Data,246990899.48192573,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
177,Object Images,255537714.13079894,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
178,Thyroid Disease,256040275.0784318,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,KDD-Cup99 HTTP,65476743.60791531,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.7000000000000001
182,Pen-Based Recognition of Handwritten Text,209547921.42679137,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
183,Pen-Based Recognition of Handwritten Text (Local),237866565.6416696,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
184,Letter Recognition,239673154.029549,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
185,Landsat Satellite,245899553.963393,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
186,Speech Accent Data,246990899.48190793,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
187,Object Images,255537734.55362615,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
188,Thyroid Disease,256062112.04819697,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
189,,,,,,,,,
190,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
191,KDD-Cup99 HTTP,88218601.22331023,RPCA,0.93849658,1,RPCA,0.93849658,1.0,0.8
192,Pen-Based Recognition of Handwritten Text,209547921.42677724,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.8
193,Pen-Based Recognition of Handwritten Text (Local),237866565.64164865,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.8
194,Letter Recognition,239673154.02953243,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.8
195,Landsat Satellite,245899553.96337646,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.8
196,Speech Accent Data,246990899.4818849,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.8
197,Object Images,255537771.4392317,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.8
198,Thyroid Disease,256062231.298043,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.8
199,,,,,,,,,
200,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
201,Pen-Based Recognition of Handwritten Text,209547921.42675295,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.9
202,Pen-Based Recognition of Handwritten Text (Local),237866565.6416163,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.9
203,Letter Recognition,239673154.02950877,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.9
204,Landsat Satellite,245899553.9633664,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.9
205,Speech Accent Data,246990899.4818639,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.9
206,Object Images,255537715.77422738,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,0.9
207,Thyroid Disease,256053834.66959915,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.9
208,KDD-Cup99 HTTP,399451674.50653034,RPCA,0.93849658,8,KMeans,0.38537271,0.4468761299999999,0.9
209,,,,,,,,,
210,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
211,Pen-Based Recognition of Handwritten Text,209547921.42674983,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,1.0
212,Pen-Based Recognition of Handwritten Text (Local),237866565.64161175,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,1.0
213,Letter Recognition,239673154.02950525,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,1.0
214,Landsat Satellite,245899553.96336386,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,1.0
215,Speech Accent Data,246990899.481859,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,1.0
216,Object Images,255537712.84612763,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,1.0
217,Thyroid Disease,256039865.0077793,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,1.0
218,KDD-Cup99 HTTP,1056499273.6599507,RPCA,0.93849658,8,KMeans,0.38537271,0.4468761299999999,1.0
219,,,,,,,,,
220,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
221,Pen-Based Recognition of Handwritten Text,209547921.42674983,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.0
222,Pen-Based Recognition of Handwritten Text (Local),237866565.64161175,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.0
223,Letter Recognition,239673154.02950525,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.0
224,Landsat Satellite,245899553.96336386,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.0
225,Speech Accent Data,246990899.481859,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.0
226,Object Images,255537712.84612763,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.0
227,Thyroid Disease,256039865.0077793,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.0
228,KDD-Cup99 HTTP,1056499273.6599507,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.0
229,,,,,,,,,
230,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
231,Pen-Based Recognition of Handwritten Text,209547921.4267498,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.1
232,Pen-Based Recognition of Handwritten Text (Local),235893629.74108425,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.1
233,Letter Recognition,239673154.0295052,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.1
234,Landsat Satellite,245899553.96336383,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.1
235,Speech Accent Data,246990899.48185897,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.1
236,Object Images,255537712.84612757,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.1
237,Thyroid Disease,256041131.00461176,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.1
238,KDD-Cup99 HTTP,1056499273.6599506,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.1
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
241,Pen-Based Recognition of Handwritten Text,209547921.42674989,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.2
242,Pen-Based Recognition of Handwritten Text (Local),231553170.75992393,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.2
243,Letter Recognition,239673154.0295053,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.2
244,Landsat Satellite,245899553.96336392,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.2
245,Speech Accent Data,246990899.4818591,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.2
246,Object Images,255537712.8461277,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.2
247,Thyroid Disease,256043557.23536175,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.2
248,KDD-Cup99 HTTP,1056499273.6599506,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.2
249,,,,,,,,,
250,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
251,Pen-Based Recognition of Handwritten Text,209547921.42674994,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.30000000000000004
252,Pen-Based Recognition of Handwritten Text (Local),223740344.59383518,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.30000000000000004
253,Letter Recognition,239673154.02950537,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.30000000000000004
254,Landsat Satellite,245899553.96336398,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.30000000000000004
255,Speech Accent Data,246990899.48185915,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.30000000000000004
256,Object Images,255537712.8461278,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.30000000000000004
257,Thyroid Disease,256035560.75005138,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.30000000000000004
258,KDD-Cup99 HTTP,1056499273.6599505,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.30000000000000004
259,,,,,,,,,
260,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
261,Pen-Based Recognition of Handwritten Text,209547921.4267499,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.4
262,Pen-Based Recognition of Handwritten Text (Local),210198112.57261464,KMeans,0.52631579,2,KMeans,0.52631579,1.0,0.4
263,Letter Recognition,239673154.02950537,KMeans,0.44545455,3,KMeans,0.52631579,1.0,0.4
264,Landsat Satellite,245899553.96336395,Linear,0.71794872,4,KMeans,0.52631579,1.0,0.4
265,Speech Accent Data,246990899.48185912,Linear,0.11764706,5,KMeans,0.52631579,1.0,0.4
266,Object Images,255537712.84612778,Gaussian,0.06772229,6,KMeans,0.52631579,1.0,0.4
267,Thyroid Disease,256042702.0349957,KMeans,0.22317597,7,KMeans,0.52631579,1.0,0.4
268,KDD-Cup99 HTTP,1056499273.6599507,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.4
