,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
34,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.0
35,,,,,,,,,
36,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
37,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.1
38,,,,,,,,,
39,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
40,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.2
41,,,,,,,,,
42,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
43,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
44,,,,,,,,,
45,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
46,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.4
47,,,,,,,,,
48,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
49,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.5
50,,,,,,,,,
51,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
52,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
53,,,,,,,,,
54,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
55,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
56,,,,,,,,,
57,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
58,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.8
59,,,,,,,,,
60,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
61,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.9
62,,,,,,,,,
63,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
64,Pen-Based Recognition of Handwritten Text (Local),0.0,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,1.0
65,,,,,,,,,
66,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
67,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.0
68,,,,,,,,,
69,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
70,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.1
71,,,,,,,,,
72,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
73,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.2
74,,,,,,,,,
75,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
76,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.30000000000000004
77,,,,,,,,,
78,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
79,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.4
80,,,,,,,,,
81,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
82,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.5
83,,,,,,,,,
84,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
85,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.6000000000000001
86,,,,,,,,,
87,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
88,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.7000000000000001
89,,,,,,,,,
90,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
91,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.8
92,,,,,,,,,
93,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
94,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.9
95,,,,,,,,,
96,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
97,Letter Recognition,0.0,KMeans,0.44545455,1,KMeans,0.52631579,1.0,1.0
98,,,,,,,,,
99,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
100,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.0
101,,,,,,,,,
102,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
103,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.1
104,,,,,,,,,
105,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
106,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.2
107,,,,,,,,,
108,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
109,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.30000000000000004
110,,,,,,,,,
111,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
112,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.4
113,,,,,,,,,
114,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
115,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.5
116,,,,,,,,,
117,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
118,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.6000000000000001
119,,,,,,,,,
120,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
121,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.7000000000000001
122,,,,,,,,,
123,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
124,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.8
125,,,,,,,,,
126,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
127,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,0.9
128,,,,,,,,,
129,Letter Recognition,0,KMeans,0.44545455,0,KMeans,0.44545455,1,
130,Thyroid Disease,0.0,KMeans,0.22317597,1,KMeans,0.44545455,1.0,1.0
131,,,,,,,,,
132,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
133,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.0
134,,,,,,,,,
135,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
136,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.1
137,,,,,,,,,
138,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
139,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.2
140,,,,,,,,,
141,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
142,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.30000000000000004
143,,,,,,,,,
144,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
145,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.4
146,,,,,,,,,
147,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
148,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.5
149,,,,,,,,,
150,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
151,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.6000000000000001
152,,,,,,,,,
153,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
154,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.7000000000000001
155,,,,,,,,,
156,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
157,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.8
158,,,,,,,,,
159,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
160,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,0.9
161,,,,,,,,,
162,Thyroid Disease,0,KMeans,0.22317597,0,KMeans,0.22317597,1,
163,Object Images,0.0,Gaussian,0.06772229,1,Gaussian,0.18115942,0.95798345,1.0
164,,,,,,,,,
165,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
166,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.0
167,,,,,,,,,
168,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
169,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.1
170,,,,,,,,,
171,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
172,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.2
173,,,,,,,,,
174,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
175,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.30000000000000004
176,,,,,,,,,
177,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
178,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.4
179,,,,,,,,,
180,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
181,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.5
182,,,,,,,,,
183,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
184,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.6000000000000001
185,,,,,,,,,
186,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
187,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.7000000000000001
188,,,,,,,,,
189,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
190,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.8
191,,,,,,,,,
192,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
193,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,0.9
194,,,,,,,,,
195,Object Images,0,Gaussian,0.06772229,0,Gaussian,0.06772229,1,
196,Speech Accent Data,0.0,Linear,0.11764706,1,Linear,0.0663518,0.99862951,1.0
197,,,,,,,,,
198,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
199,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.0
200,,,,,,,,,
201,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
202,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.1
203,,,,,,,,,
204,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
205,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.2
206,,,,,,,,,
207,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
208,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.30000000000000004
209,,,,,,,,,
210,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
211,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.4
212,,,,,,,,,
213,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
214,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.5
215,,,,,,,,,
216,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
217,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.6000000000000001
218,,,,,,,,,
219,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
220,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.7000000000000001
221,,,,,,,,,
222,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
223,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.8
224,,,,,,,,,
225,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
226,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,0.9
227,,,,,,,,,
228,Speech Accent Data,0,Linear,0.11764706,0,Linear,0.11764706,1,
229,Pen-Based Recognition of Handwritten Text,0.0,KMeans,0.88648649,1,KMeans,0.05384615,0.93619909,1.0
230,,,,,,,,,
231,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
232,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.0
233,,,,,,,,,
234,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
235,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.1
236,,,,,,,,,
237,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
238,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.2
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
241,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.30000000000000004
242,,,,,,,,,
243,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
244,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.4
245,,,,,,,,,
246,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
247,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.5
248,,,,,,,,,
249,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
250,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.6000000000000001
251,,,,,,,,,
252,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
253,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.7000000000000001
254,,,,,,,,,
255,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
256,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.8
257,,,,,,,,,
258,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
259,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,0.9
260,,,,,,,,,
261,Pen-Based Recognition of Handwritten Text,0,KMeans,0.88648649,0,KMeans,0.88648649,1,
262,Landsat Satellite,0.0,Linear,0.71794872,1,Linear,0.64473684,0.75825035,1.0
263,,,,,,,,,
0,,,,,K,,Method match,Accuracy,
0,,,,,1.0,,2.4444444444444446,8.557324490000001,
0,,,,,2.0,,0.0,0.0,
0,,,,,3.0,,0.0,0.0,
0,,,,,4.0,,0.0,0.0,
0,,,,,5.0,,0.0,0.0,
0,,,,,6.0,,0.0,0.0,
0,,,,,7.0,,0.0,0.0,
0,,,,,8.0,,0.0,0.0,
0,,,,,9.0,,0.0,0.0,
0,,,,,10.0,,0.0,0.0,
