,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
120,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
121,Pen-Based Recognition of Handwritten Text (Local),457062723.3344965,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.1
122,Letter Recognition,868769996.4686089,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.1
123,Landsat Satellite,1984985612.3359723,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.1
124,Speech Accent Data,2132347823.141152,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.1
125,Object Images,2787435224.861197,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.1
126,Thyroid Disease,2798351368.167625,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.1
127,Pen-Based Recognition of Handwritten Text,11160287484.451529,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.1
128,Breast Cancer Diagnostic,398814054396.1876,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.1
129,,,,,,,,,
130,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
131,Pen-Based Recognition of Handwritten Text (Local),2213093494.7271094,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.2
132,Letter Recognition,2750599876.8403378,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.2
133,Landsat Satellite,4207865414.0419025,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.2
134,Speech Accent Data,4400174008.841112,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.2
135,Object Images,5255400148.746162,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.2
136,Thyroid Disease,5269643295.416461,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.2
137,Pen-Based Recognition of Handwritten Text,12953349859.065403,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.2
138,Breast Cancer Diagnostic,519040319917.99695,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.2
139,,,,,,,,,
140,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
141,Pen-Based Recognition of Handwritten Text (Local),5889876682.373749,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
142,Letter Recognition,6429518823.951377,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
143,Landsat Satellite,7893293881.576679,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
144,Speech Accent Data,8086546776.450722,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
145,Object Images,8945465052.561634,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
146,Thyroid Disease,8959762934.242434,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
147,Pen-Based Recognition of Handwritten Text,9343885599.11379,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
148,Breast Cancer Diagnostic,517661146679.3633,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
149,,,,,,,,,
150,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
151,Pen-Based Recognition of Handwritten Text,569817776.4052734,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.4
152,Pen-Based Recognition of Handwritten Text (Local),11407184575.342009,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.4
153,Letter Recognition,11831545859.935385,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.4
154,Landsat Satellite,12982440634.51923,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.4
155,Speech Accent Data,13134286018.227058,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.4
156,Object Images,13809612411.812881,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,0.4
157,Thyroid Disease,13820851924.704985,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.4
158,Breast Cancer Diagnostic,400220173456.68066,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.4
159,,,,,,,,,
160,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
161,Pen-Based Recognition of Handwritten Text,13535178313.856127,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.5
162,Pen-Based Recognition of Handwritten Text (Local),23229456095.170387,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.5
163,Letter Recognition,23572919493.06561,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.5
164,Landsat Satellite,24504426992.678047,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.5
165,Speech Accent Data,24627402059.20716,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.5
166,Object Images,25174047158.8713,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,0.5
167,Thyroid Disease,25183170514.10102,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.5
168,Breast Cancer Diagnostic,309936516537.38257,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.5
169,,,,,,,,,
170,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
171,Pen-Based Recognition of Handwritten Text,19346608365.04302,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
172,Pen-Based Recognition of Handwritten Text (Local),22895501038.14749,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
173,Letter Recognition,23021278642.35861,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
174,Landsat Satellite,23362325214.15264,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
175,Speech Accent Data,23407282361.372826,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
176,Object Images,23607414939.550926,Gaussian,0.06772229,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
177,Thyroid Disease,23610732423.819447,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
178,Breast Cancer Diagnostic,99073087043.36858,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,Breast Cancer Diagnostic,147144664471.04663,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
182,Pen-Based Recognition of Handwritten Text,172899651598.69778,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
183,Pen-Based Recognition of Handwritten Text (Local),182490827875.06494,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
184,Letter Recognition,182830725032.84286,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
185,Landsat Satellite,183752308581.7497,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
186,Speech Accent Data,183873920678.97775,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
187,Object Images,184414754982.16483,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
188,Thyroid Disease,184423759454.38342,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
189,,,,,,,,,
190,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
191,Breast Cancer Diagnostic,94644720937.88542,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.8
192,Pen-Based Recognition of Handwritten Text,208515543325.53012,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.8
193,Pen-Based Recognition of Handwritten Text (Local),211927996185.31064,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.8
194,Letter Recognition,212048928364.9729,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.8
195,Landsat Satellite,212376837812.67014,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.8
196,Speech Accent Data,212420080928.06534,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.8
197,Object Images,212612496729.2699,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.8
198,Thyroid Disease,212615687059.1382,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.8
199,,,,,,,,,
200,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
201,Breast Cancer Diagnostic,2814207858403.9043,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.9
202,Pen-Based Recognition of Handwritten Text,3307544250654.918,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,0.9
203,Pen-Based Recognition of Handwritten Text (Local),3322328537419.1714,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,0.9
204,Letter Recognition,3322852341212.271,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,0.9
205,Landsat Satellite,3324272917826.4595,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.9
206,Speech Accent Data,3324460392854.4067,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,0.9
207,Object Images,3325293921957.1714,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,0.9
208,Thyroid Disease,3325307825274.2324,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,0.9
209,,,,,,,,,
210,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
211,Breast Cancer Diagnostic,9994583282916.766,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,1.0
212,Pen-Based Recognition of Handwritten Text,10380086167878.44,KMeans,0.88648649,2,KMeans,0.38537271,0.4468761299999999,1.0
213,Pen-Based Recognition of Handwritten Text (Local),10391639220865.236,KMeans,0.52631579,3,KMeans,0.38537271,0.4468761299999999,1.0
214,Letter Recognition,10392048503825.826,KMeans,0.44545455,4,KMeans,0.38537271,0.4468761299999999,1.0
215,Landsat Satellite,10393158640297.877,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,1.0
216,Speech Accent Data,10393305151606.016,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,1.0
217,Object Images,10393956537859.832,Gaussian,0.06772229,7,KMeans,0.38537271,0.4468761299999999,1.0
218,Thyroid Disease,10393967420308.346,KMeans,0.22317597,8,KMeans,0.38537271,0.4468761299999999,1.0
219,,,,,,,,,
220,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
221,Letter Recognition,410817560.8259909,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.0
222,Landsat Satellite,1524779892.4235492,Linear,0.71794872,2,KMeans,0.52631579,1.0,0.0
223,Speech Accent Data,1671687164.6782103,Linear,0.11764706,3,Linear,0.02505219,0.4987364000000001,0.0
224,Object Images,2325367849.4374237,Gaussian,0.06772229,4,Linear,0.02505219,0.4987364000000001,0.0
225,Thyroid Disease,2336228899.5421615,KMeans,0.22317597,5,KMeans,0.52631579,1.0,0.0
226,Pen-Based Recognition of Handwritten Text,11592555420.580528,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.0
227,Breast Cancer Diagnostic,398423301623.8605,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.0
228,KDD-Cup99 HTTP,10427450604037.635,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.0
229,,,,,,,,,
230,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
231,Letter Recognition,742061223.5844126,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.1
232,Landsat Satellite,1656028103.129077,Linear,0.71794872,2,KMeans,0.52631579,1.0,0.1
233,Speech Accent Data,1776766501.8967988,Linear,0.11764706,3,Linear,0.02505219,0.4987364000000001,0.1
234,Object Images,2313108739.294065,Gaussian,0.06772229,4,Linear,0.02505219,0.4987364000000001,0.1
235,Thyroid Disease,2322069987.453266,KMeans,0.22317597,5,KMeans,0.52631579,1.0,0.1
236,Pen-Based Recognition of Handwritten Text,9107233629.896795,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.1
237,Breast Cancer Diagnostic,326508384004.5014,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.1
238,KDD-Cup99 HTTP,8555515019810.2705,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.1
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
241,Letter Recognition,1921378300.6984937,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.2
242,Landsat Satellite,2914117789.1953883,Linear,0.71794872,2,KMeans,0.52631579,1.0,0.2
243,Speech Accent Data,3045119538.1348963,Linear,0.11764706,3,Linear,0.02505219,0.4987364000000001,0.2
244,Object Images,3627629699.5737953,Gaussian,0.06772229,4,Linear,0.02505219,0.4987364000000001,0.2
245,Thyroid Disease,3637314755.106972,KMeans,0.22317597,5,KMeans,0.52631579,1.0,0.2
246,Pen-Based Recognition of Handwritten Text,8775722028.402456,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.2
247,Breast Cancer Diagnostic,353502760844.40985,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.2
248,KDD-Cup99 HTTP,9290976604668.277,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.2
249,,,,,,,,,
250,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
251,Letter Recognition,4107374303.9899035,KMeans,0.44545455,1,KMeans,0.52631579,1.0,0.30000000000000004
252,Landsat Satellite,5025580979.008667,Linear,0.71794872,2,KMeans,0.52631579,1.0,0.30000000000000004
253,Speech Accent Data,5146707738.207998,Linear,0.11764706,3,Linear,0.02505219,0.4987364000000001,0.30000000000000004
254,Object Images,5685525457.984272,Gaussian,0.06772229,4,Linear,0.02505219,0.4987364000000001,0.30000000000000004
255,Thyroid Disease,5694488913.440017,KMeans,0.22317597,5,KMeans,0.52631579,1.0,0.30000000000000004
256,Pen-Based Recognition of Handwritten Text,5787362651.109293,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.30000000000000004
257,Breast Cancer Diagnostic,324669501394.183,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.30000000000000004
258,KDD-Cup99 HTTP,8591979805254.788,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.30000000000000004
259,,,,,,,,,
260,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
261,Pen-Based Recognition of Handwritten Text,308945499.7170353,KMeans,0.88648649,1,KMeans,0.52631579,1.0,0.4
262,Letter Recognition,9577986513.313156,KMeans,0.44545455,2,KMeans,0.52631579,1.0,0.4
263,Landsat Satellite,10495428591.19159,Linear,0.71794872,3,KMeans,0.52631579,1.0,0.4
264,Speech Accent Data,10616594609.28431,Linear,0.11764706,4,KMeans,0.52631579,1.0,0.4
265,Object Images,11154982637.946112,Gaussian,0.06772229,5,KMeans,0.52631579,1.0,0.4
266,Thyroid Disease,11163960625.526907,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.4
267,Breast Cancer Diagnostic,318928363161.86847,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.4
