,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
34,Thyroid Disease,1819.621362799025,KMeans,0.22317597,4,Linear,0.63157895,0.79824562,0.30000000000000004
35,KDD-Cup99 HTTP,2898.9504439367206,RPCA,0.93849658,5,Linear,0.63157895,0.79824562,0.30000000000000004
36,Pen-Based Recognition of Handwritten Text (Local),2926.4676774405016,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.30000000000000004
37,Letter Recognition,5454.130235416459,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.30000000000000004
38,Pen-Based Recognition of Handwritten Text,12156.173712948086,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.30000000000000004
39,,,,,,,,,
40,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
41,Speech Accent Data,309.831159835945,Linear,0.11764706,1,Linear,0.63157895,0.79824562,0.4
42,Landsat Satellite,555.0311546399554,Linear,0.71794872,2,Linear,0.63157895,0.79824562,0.4
43,Object Images,1602.8337768702236,Gaussian,0.06772229,3,Linear,0.63157895,0.79824562,0.4
44,KDD-Cup99 HTTP,2312.229608883824,RPCA,0.93849658,4,Linear,0.63157895,0.79824562,0.4
45,Pen-Based Recognition of Handwritten Text (Local),2339.746842387605,KMeans,0.52631579,5,Linear,0.63157895,0.79824562,0.4
46,Thyroid Disease,2406.342197851922,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.4
47,Letter Recognition,6040.851070469356,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.4
48,Pen-Based Recognition of Handwritten Text,12742.894548000982,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.4
49,,,,,,,,,
50,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
51,Landsat Satellite,484.59085377603697,Linear,0.71794872,1,Linear,0.63157895,0.79824562,0.5
52,Speech Accent Data,724.9801462256237,Linear,0.11764706,2,Linear,0.63157895,0.79824562,0.5
53,KDD-Cup99 HTTP,1285.4681475412547,RPCA,0.93849658,3,Linear,0.63157895,0.79824562,0.5
54,Pen-Based Recognition of Handwritten Text (Local),1312.9853810450354,KMeans,0.52631579,4,Linear,0.63157895,0.79824562,0.5
55,Object Images,2629.5952382127934,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,0.5
56,Thyroid Disease,3433.1036591944912,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.5
57,Letter Recognition,7067.612531811925,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.5
58,Pen-Based Recognition of Handwritten Text,13769.656009343551,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.5
59,,,,,,,,,
60,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
61,Pen-Based Recognition of Handwritten Text (Local),543.2350940905894,KMeans,0.52631579,1,KMeans,0.83333333,1.0,0.6000000000000001
62,KDD-Cup99 HTTP,573.0913662655495,RPCA,0.93849658,2,KMeans,0.83333333,1.0,0.6000000000000001
63,Landsat Satellite,2332.7614841926625,Linear,0.71794872,3,KMeans,0.83333333,1.0,0.6000000000000001
64,Speech Accent Data,2573.150776642249,Linear,0.11764706,4,Linear,0.63157895,0.79824562,0.6000000000000001
65,Object Images,4477.765868629419,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,0.6000000000000001
66,Thyroid Disease,5281.274289611116,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.6000000000000001
67,Letter Recognition,8915.78316222855,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.6000000000000001
68,Pen-Based Recognition of Handwritten Text,15617.826639760176,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.6000000000000001
69,,,,,,,,,
70,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
71,Pen-Based Recognition of Handwritten Text (Local),3993.153604201623,KMeans,0.52631579,1,KMeans,0.83333333,1.0,0.7000000000000001
72,KDD-Cup99 HTTP,4023.0098763765827,RPCA,0.93849658,2,KMeans,0.83333333,1.0,0.7000000000000001
73,Landsat Satellite,5782.679994303695,Linear,0.71794872,3,KMeans,0.83333333,1.0,0.7000000000000001
74,Speech Accent Data,6023.0692867532825,Linear,0.11764706,4,Linear,0.63157895,0.79824562,0.7000000000000001
75,Object Images,7927.684378740452,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,0.7000000000000001
76,Thyroid Disease,8731.19279972215,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.7000000000000001
77,Letter Recognition,12365.701672339585,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.7000000000000001
78,Pen-Based Recognition of Handwritten Text,19067.74514987121,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.7000000000000001
79,,,,,,,,,
80,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
81,Pen-Based Recognition of Handwritten Text (Local),10695.852423845918,KMeans,0.52631579,1,KMeans,0.83333333,1.0,0.8
82,KDD-Cup99 HTTP,10725.708696020876,RPCA,0.93849658,2,KMeans,0.83333333,1.0,0.8
83,Landsat Satellite,12485.378813947991,Linear,0.71794872,3,KMeans,0.83333333,1.0,0.8
84,Speech Accent Data,12725.768106397578,Linear,0.11764706,4,Linear,0.63157895,0.79824562,0.8
85,Object Images,14630.383198384747,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,0.8
86,Thyroid Disease,15433.891619366445,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.8
87,Letter Recognition,19068.400491983877,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.8
88,Pen-Based Recognition of Handwritten Text,25770.443969515505,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.8
89,,,,,,,,,
90,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
91,Pen-Based Recognition of Handwritten Text (Local),24268.81753362561,KMeans,0.52631579,1,KMeans,0.83333333,1.0,0.9
92,KDD-Cup99 HTTP,24298.673805800572,RPCA,0.93849658,2,KMeans,0.83333333,1.0,0.9
93,Landsat Satellite,26058.343923727683,Linear,0.71794872,3,KMeans,0.83333333,1.0,0.9
94,Speech Accent Data,26298.73321617727,Linear,0.11764706,4,Linear,0.63157895,0.79824562,0.9
95,Object Images,28203.348308164437,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,0.9
96,Thyroid Disease,29006.856729146137,KMeans,0.22317597,6,KMeans,0.83333333,1.0,0.9
97,Letter Recognition,32641.365601763573,KMeans,0.44545455,7,KMeans,0.83333333,1.0,0.9
98,Pen-Based Recognition of Handwritten Text,39343.4090792952,KMeans,0.88648649,8,KMeans,0.83333333,1.0,0.9
99,,,,,,,,,
100,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
101,Pen-Based Recognition of Handwritten Text (Local),52922.854987604966,KMeans,0.52631579,1,KMeans,0.83333333,1.0,1.0
102,KDD-Cup99 HTTP,52952.711259779935,RPCA,0.93849658,2,KMeans,0.83333333,1.0,1.0
103,Landsat Satellite,54712.381377707046,Linear,0.71794872,3,KMeans,0.83333333,1.0,1.0
104,Speech Accent Data,54952.77067015663,Linear,0.11764706,4,Linear,0.63157895,0.79824562,1.0
105,Object Images,56857.38576214379,Gaussian,0.06772229,5,Linear,0.63157895,0.79824562,1.0
106,Thyroid Disease,57660.89418312549,KMeans,0.22317597,6,KMeans,0.83333333,1.0,1.0
107,Letter Recognition,61295.40305574293,KMeans,0.44545455,7,KMeans,0.83333333,1.0,1.0
108,Pen-Based Recognition of Handwritten Text,67997.44653327456,KMeans,0.88648649,8,KMeans,0.83333333,1.0,1.0
109,,,,,,,,,
110,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
111,Pen-Based Recognition of Handwritten Text (Local),33.88119453445973,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.0
112,Landsat Satellite,1766.034078957792,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.0
113,Speech Accent Data,2006.4233714073787,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.0
114,Object Images,3911.038463394548,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.0
115,Thyroid Disease,4718.571806735745,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.0
116,Letter Recognition,8353.08067935318,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.0
117,Pen-Based Recognition of Handwritten Text,15055.124156884805,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.0
118,Breast Cancer Diagnostic,52952.711259779935,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.0
119,,,,,,,,,
120,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
121,Pen-Based Recognition of Handwritten Text (Local),412.5634978431064,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.1
122,Landsat Satellite,2202.0898879451793,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.1
123,Speech Accent Data,2442.479180394766,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.1
124,Object Images,4347.094272381935,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.1
125,Thyroid Disease,5154.627615723132,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.1
126,Letter Recognition,8789.136488340566,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.1
127,Pen-Based Recognition of Handwritten Text,15491.179965872192,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.1
128,Breast Cancer Diagnostic,52516.65545079255,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.1
129,,,,,,,,,
130,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
131,Pen-Based Recognition of Handwritten Text (Local),1371.8862776153585,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.2
132,Landsat Satellite,3161.4126677174313,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.2
133,Speech Accent Data,3401.801960167018,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.2
134,Object Images,5306.417052154187,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.2
135,Thyroid Disease,6113.950395495384,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.2
136,Letter Recognition,9748.459268112818,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.2
137,Pen-Based Recognition of Handwritten Text,16450.502745644448,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.2
138,Breast Cancer Diagnostic,51557.33267102029,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.2
139,,,,,,,,,
140,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
141,Pen-Based Recognition of Handwritten Text (Local),3098.667281205412,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
142,Landsat Satellite,4888.193671307485,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
143,Speech Accent Data,5128.582963757072,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.30000000000000004
144,Object Images,7033.198055744241,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.30000000000000004
145,Thyroid Disease,7840.731399085438,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
146,Letter Recognition,11475.240271702873,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
147,Pen-Based Recognition of Handwritten Text,18177.283749234502,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
148,Breast Cancer Diagnostic,49830.55166743024,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
149,,,,,,,,,
150,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
151,Pen-Based Recognition of Handwritten Text (Local),6091.754354094838,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.4
152,Landsat Satellite,7881.280744196911,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.4
153,Speech Accent Data,8121.670036646498,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.4
154,Object Images,10026.285128633668,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.4
155,Thyroid Disease,10833.818471974864,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.4
156,Letter Recognition,14468.327344592299,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.4
157,Pen-Based Recognition of Handwritten Text,21170.370822123925,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.4
158,Breast Cancer Diagnostic,46837.46459454081,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.4
159,,,,,,,,,
160,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
161,Pen-Based Recognition of Handwritten Text (Local),11329.656731651334,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.5
162,Landsat Satellite,13119.183121753407,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.5
163,Speech Accent Data,13359.572414202994,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.5
164,Object Images,15264.187506190165,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.5
165,Thyroid Disease,16071.72084953136,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.5
166,Letter Recognition,19706.229722148797,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.5
167,Pen-Based Recognition of Handwritten Text,26408.273199680425,KMeans,0.88648649,7,KMeans,0.38537271,0.4468761299999999,0.5
168,Breast Cancer Diagnostic,41599.56221698432,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.5
169,,,,,,,,,
170,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
171,Pen-Based Recognition of Handwritten Text (Local),20757.88101125303,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
172,Landsat Satellite,22547.407401355104,Linear,0.71794872,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
173,Speech Accent Data,22787.79669380469,Linear,0.11764706,3,Linear,0.92639843,0.98790185,0.6000000000000001
174,Object Images,24692.411785791857,Gaussian,0.06772229,4,Linear,0.92639843,0.98790185,0.6000000000000001
175,Thyroid Disease,25499.945129133055,KMeans,0.22317597,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
176,Letter Recognition,29134.45400175049,KMeans,0.44545455,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
177,Breast Cancer Diagnostic,32171.337937382617,KMeans,0.83333333,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
178,Pen-Based Recognition of Handwritten Text,35836.49747928212,KMeans,0.88648649,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,Breast Cancer Diagnostic,14571.985948792784,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
182,Pen-Based Recognition of Handwritten Text (Local),38357.23299984287,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
183,Landsat Satellite,40146.75938994494,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
184,Speech Accent Data,40387.14868239452,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
185,Object Images,42291.76377438169,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
186,Thyroid Disease,43099.29711772289,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
187,Letter Recognition,46733.80599034033,KMeans,0.44545455,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
188,Pen-Based Recognition of Handwritten Text,53435.84946787195,KMeans,0.88648649,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
189,,,,,,,,,
190,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
191,Breast Cancer Diagnostic,19631.42965528621,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.8
192,Pen-Based Recognition of Handwritten Text (Local),72550.25972053167,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.8
193,Landsat Satellite,74339.78611063374,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.8
194,Speech Accent Data,74580.17540308334,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.8
195,Object Images,76484.7904950705,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.8
196,Thyroid Disease,77292.32383841171,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.8
197,Letter Recognition,80926.83271102913,KMeans,0.44545455,7,KMeans,0.38537271,0.4468761299999999,0.8
198,Pen-Based Recognition of Handwritten Text,87628.87618856077,KMeans,0.88648649,8,KMeans,0.38537271,0.4468761299999999,0.8
199,,,,,,,,,
200,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
201,Breast Cancer Diagnostic,88872.30876468105,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,0.9
202,Pen-Based Recognition of Handwritten Text (Local),141791.13882992652,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.9
203,Landsat Satellite,143580.66522002858,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,0.9
204,Speech Accent Data,143821.05451247818,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.9
205,Object Images,145725.66960446534,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.9
206,Thyroid Disease,146533.20294780654,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,0.9
207,Letter Recognition,150167.71182042398,KMeans,0.44545455,7,KMeans,0.38537271,0.4468761299999999,0.9
208,Pen-Based Recognition of Handwritten Text,156869.7552979556,KMeans,0.88648649,8,KMeans,0.38537271,0.4468761299999999,0.9
209,,,,,,,,,
210,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
211,Breast Cancer Diagnostic,235047.49799562572,KMeans,0.83333333,1,KMeans,0.38537271,0.4468761299999999,1.0
212,Pen-Based Recognition of Handwritten Text (Local),287966.3280608712,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,1.0
213,Landsat Satellite,289755.8544509733,Linear,0.71794872,3,KMeans,0.38537271,0.4468761299999999,1.0
214,Speech Accent Data,289996.24374342285,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,1.0
215,Object Images,291900.8588354101,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,1.0
216,Thyroid Disease,292708.39217875124,KMeans,0.22317597,6,KMeans,0.38537271,0.4468761299999999,1.0
217,Letter Recognition,296342.9010513687,KMeans,0.44545455,7,KMeans,0.38537271,0.4468761299999999,1.0
218,Pen-Based Recognition of Handwritten Text,303044.9445289003,KMeans,0.88648649,8,KMeans,0.38537271,0.4468761299999999,1.0
219,,,,,,,,,
220,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
221,Landsat Satellite,1789.526390102073,Linear,0.71794872,1,Linear,0.02505219,0.4987364000000001,0.0
222,Speech Accent Data,2029.9156825516598,Linear,0.11764706,2,Linear,0.02505219,0.4987364000000001,0.0
223,Object Images,3934.5307745388295,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.0
224,Thyroid Disease,4746.089040239525,KMeans,0.22317597,4,Linear,0.02505219,0.4987364000000001,0.0
225,Letter Recognition,8380.597912856962,KMeans,0.44545455,5,KMeans,0.52631579,1.0,0.0
226,Pen-Based Recognition of Handwritten Text,15082.641390388588,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.0
227,Breast Cancer Diagnostic,52922.854987604966,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.0
228,KDD-Cup99 HTTP,287966.3280608712,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.0
229,,,,,,,,,
230,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
231,Landsat Satellite,2228.4508743733973,Linear,0.71794872,1,Linear,0.02505219,0.4987364000000001,0.1
232,Speech Accent Data,2468.840166822984,Linear,0.11764706,2,Linear,0.02505219,0.4987364000000001,0.1
233,Object Images,4373.455258810153,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.1
234,Thyroid Disease,5185.0135245108495,KMeans,0.22317597,4,Linear,0.02505219,0.4987364000000001,0.1
235,Letter Recognition,8819.522397128285,KMeans,0.44545455,5,KMeans,0.52631579,1.0,0.1
236,Pen-Based Recognition of Handwritten Text,15521.565874659913,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.1
237,Breast Cancer Diagnostic,52483.93050333364,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.1
238,KDD-Cup99 HTTP,287527.4035765999,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.1
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
241,Landsat Satellite,3194.0847397703105,Linear,0.71794872,1,Linear,0.02505219,0.4987364000000001,0.2
242,Speech Accent Data,3434.4740322198973,Linear,0.11764706,2,Linear,0.02505219,0.4987364000000001,0.2
243,Object Images,5339.089124207067,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.2
244,Thyroid Disease,6150.647389907763,KMeans,0.22317597,4,Linear,0.02505219,0.4987364000000001,0.2
245,Letter Recognition,9785.156262525199,KMeans,0.44545455,5,KMeans,0.52631579,1.0,0.2
246,Pen-Based Recognition of Handwritten Text,16487.199740056825,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.2
247,Breast Cancer Diagnostic,51518.29663793673,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.2
248,KDD-Cup99 HTTP,286561.769711203,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.2
249,,,,,,,,,
250,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
251,Landsat Satellite,4932.225697484756,Linear,0.71794872,1,Linear,0.02505219,0.4987364000000001,0.30000000000000004
252,Speech Accent Data,5172.614989934342,Linear,0.11764706,2,Linear,0.02505219,0.4987364000000001,0.30000000000000004
253,Object Images,7077.230081921512,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.30000000000000004
254,Thyroid Disease,7888.788347622208,KMeans,0.22317597,4,Linear,0.02505219,0.4987364000000001,0.30000000000000004
255,Letter Recognition,11523.297220239643,KMeans,0.44545455,5,KMeans,0.52631579,1.0,0.30000000000000004
256,Pen-Based Recognition of Handwritten Text,18225.34069777127,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.30000000000000004
257,Breast Cancer Diagnostic,49780.155680222284,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.30000000000000004
258,KDD-Cup99 HTTP,284823.62875348853,RPCA,0.93849658,8,KMeans,0.52631579,1.0,0.30000000000000004
259,,,,,,,,,
260,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
261,Landsat Satellite,7945.0033575231255,Linear,0.71794872,1,Linear,0.02505219,0.4987364000000001,0.4
262,Speech Accent Data,8185.392649972713,Linear,0.11764706,2,Linear,0.02505219,0.4987364000000001,0.4
263,Object Images,10090.007741959882,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.4
264,Thyroid Disease,10901.56600766058,KMeans,0.22317597,4,Linear,0.02505219,0.4987364000000001,0.4
265,Letter Recognition,14536.074880278014,KMeans,0.44545455,5,KMeans,0.52631579,1.0,0.4
266,Pen-Based Recognition of Handwritten Text,21238.11835780964,KMeans,0.88648649,6,KMeans,0.52631579,1.0,0.4
267,Breast Cancer Diagnostic,46767.37802018392,KMeans,0.83333333,7,KMeans,0.52631579,1.0,0.4
