,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
27,Landsat Satellite,4.206050949667448,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.2
28,Object Images,4.589550445719489,Gaussian,0.06772229,8,KMeans,0.83333333,1.0,0.2
29,,,,,,,,,
30,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
31,Letter Recognition,1.5355317265463342,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.30000000000000004
32,Pen-Based Recognition of Handwritten Text,2.7916613430894874,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.30000000000000004
33,Speech Accent Data,3.8998790052947188,Linear,0.11764706,3,KMeans,0.83333333,1.0,0.30000000000000004
34,Pen-Based Recognition of Handwritten Text (Local),3.964255354271864,KMeans,0.52631579,4,KMeans,0.83333333,1.0,0.30000000000000004
35,Thyroid Disease,4.361282585609617,KMeans,0.22317597,5,KMeans,0.83333333,1.0,0.30000000000000004
36,KDD-Cup99 HTTP,4.382091349441877,RPCA,0.93849658,6,KMeans,0.83333333,1.0,0.30000000000000004
37,Landsat Satellite,4.782780687579575,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.30000000000000004
38,Object Images,5.022928836227322,Gaussian,0.06772229,8,KMeans,0.83333333,1.0,0.30000000000000004
39,,,,,,,,,
40,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
41,Letter Recognition,2.398780772410749,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.4
42,Pen-Based Recognition of Handwritten Text,3.345095598836802,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.4
43,Speech Accent Data,4.915809980745357,Linear,0.11764706,3,KMeans,0.83333333,1.0,0.4
44,Thyroid Disease,4.9175304649618,KMeans,0.22317597,4,KMeans,0.83333333,1.0,0.4
45,Pen-Based Recognition of Handwritten Text (Local),4.9670365435267625,KMeans,0.52631579,5,KMeans,0.83333333,1.0,0.4
46,KDD-Cup99 HTTP,5.068314917772027,RPCA,0.93849658,6,KMeans,0.83333333,1.0,0.4
47,Landsat Satellite,5.79621869737244,Linear,0.71794872,7,KMeans,0.83333333,1.0,0.4
48,Object Images,5.846874857961397,Gaussian,0.06772229,8,KMeans,0.83333333,1.0,0.4
49,,,,,,,,,
50,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
51,Letter Recognition,4.122332246931039,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.5
52,Pen-Based Recognition of Handwritten Text,4.735941144625569,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.5
53,Thyroid Disease,6.205673197472407,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.5
54,KDD-Cup99 HTTP,6.506357665061956,RPCA,0.93849658,4,KMeans,0.83333333,1.0,0.5
55,Speech Accent Data,6.718212688416144,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.5
56,Pen-Based Recognition of Handwritten Text (Local),6.75578611152916,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.5
57,Object Images,7.426650628961962,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.5
58,Landsat Satellite,7.593032671322432,Linear,0.71794872,8,KMeans,0.83333333,1.0,0.5
59,,,,,,,,,
60,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
61,Letter Recognition,7.3627628369904405,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.6000000000000001
62,Pen-Based Recognition of Handwritten Text,7.7230688178364275,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.6000000000000001
63,Thyroid Disease,9.015923317858656,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.6000000000000001
64,KDD-Cup99 HTTP,9.448759892461576,RPCA,0.93849658,4,KMeans,0.83333333,1.0,0.6000000000000001
65,Speech Accent Data,9.99322426279305,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.6000000000000001
66,Pen-Based Recognition of Handwritten Text (Local),10.01852261685376,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.6000000000000001
67,Object Images,10.48261842310122,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.6000000000000001
68,Landsat Satellite,10.860208772737746,Linear,0.71794872,8,KMeans,0.83333333,1.0,0.6000000000000001
69,,,,,,,,,
70,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
71,Letter Recognition,13.494881551413586,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.7000000000000001
72,Pen-Based Recognition of Handwritten Text,13.694792567175035,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.7000000000000001
73,Thyroid Disease,14.817786365257891,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.7000000000000001
74,KDD-Cup99 HTTP,15.340885209084439,RPCA,0.93849658,4,KMeans,0.83333333,1.0,0.7000000000000001
75,Speech Accent Data,16.13870942359986,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.7000000000000001
76,Pen-Based Recognition of Handwritten Text (Local),16.15438659056188,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.7000000000000001
77,Object Images,16.446236642382853,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.7000000000000001
78,Landsat Satellite,16.997526681266457,Linear,0.71794872,8,KMeans,0.83333333,1.0,0.7000000000000001
79,,,,,,,,,
80,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
81,Letter Recognition,25.458715452874213,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.8
82,Pen-Based Recognition of Handwritten Text,25.56524413890245,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.8
83,Thyroid Disease,26.566235028512338,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.8
84,KDD-Cup99 HTTP,27.141547019689924,RPCA,0.93849658,4,KMeans,0.83333333,1.0,0.8
85,Speech Accent Data,28.107079507539098,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.8
86,Pen-Based Recognition of Handwritten Text (Local),28.116084057013683,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.8
87,Object Images,28.28477817273789,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.8
88,Landsat Satellite,28.95910178621047,Linear,0.71794872,8,KMeans,0.83333333,1.0,0.8
89,,,,,,,,,
90,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
91,Letter Recognition,49.71538393201961,KMeans,0.44545455,1,KMeans,0.83333333,1.0,0.9
92,Pen-Based Recognition of Handwritten Text,49.77002024190249,KMeans,0.88648649,2,KMeans,0.83333333,1.0,0.9
93,Thyroid Disease,50.69585304093278,KMeans,0.22317597,3,KMeans,0.83333333,1.0,0.9
94,KDD-Cup99 HTTP,51.299043317587675,RPCA,0.93849658,4,KMeans,0.83333333,1.0,0.9
95,Speech Accent Data,52.36506698233873,Linear,0.11764706,5,KMeans,0.83333333,1.0,0.9
96,Pen-Based Recognition of Handwritten Text (Local),52.36990074768862,KMeans,0.52631579,6,KMeans,0.83333333,1.0,0.9
97,Object Images,52.46066143218829,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,0.9
98,Landsat Satellite,53.21234220409581,Linear,0.71794872,8,KMeans,0.83333333,1.0,0.9
99,,,,,,,,,
100,Breast Cancer Diagnostic,0,KMeans,0.83333333,0,KMeans,0.83333333,1,
101,Letter Recognition,100.94147608868315,KMeans,0.44545455,1,KMeans,0.83333333,1.0,1.0
102,Pen-Based Recognition of Handwritten Text,100.96839659187157,KMeans,0.88648649,2,KMeans,0.83333333,1.0,1.0
103,Thyroid Disease,101.85200768940165,KMeans,0.22317597,3,KMeans,0.83333333,1.0,1.0
104,KDD-Cup99 HTTP,102.469525321599,RPCA,0.93849658,4,KMeans,0.83333333,1.0,1.0
105,Speech Accent Data,103.59146527346209,Linear,0.11764706,5,KMeans,0.83333333,1.0,1.0
106,Pen-Based Recognition of Handwritten Text (Local),103.59390880626542,KMeans,0.52631579,6,KMeans,0.83333333,1.0,1.0
107,Object Images,103.63982070295552,Gaussian,0.06772229,7,KMeans,0.83333333,1.0,1.0
108,Landsat Satellite,104.43583944050948,Linear,0.71794872,8,KMeans,0.83333333,1.0,1.0
109,,,,,,,,,
110,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
111,Pen-Based Recognition of Handwritten Text (Local),3.7649755284983,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.0
112,Speech Accent Data,3.7912029594794108,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.0
113,Letter Recognition,4.198107588166893,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.0
114,Landsat Satellite,4.484836076789878,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.0
115,Object Images,5.005380475744919,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.0
116,Pen-Based Recognition of Handwritten Text,5.038396439314109,KMeans,0.88648649,6,KMeans,0.38537271,0.4468761299999999,0.0
117,Thyroid Disease,5.584144233101787,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.0
118,Breast Cancer Diagnostic,102.469525321599,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.0
119,,,,,,,,,
120,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
121,Pen-Based Recognition of Handwritten Text (Local),3.8149571259777213,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.1
122,Speech Accent Data,3.8408432697550396,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.1
123,Letter Recognition,4.242990038249157,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.1
124,Landsat Satellite,4.555189857259083,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.1
125,Object Images,5.043083466474213,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.1
126,Pen-Based Recognition of Handwritten Text,5.0758541963447135,KMeans,0.88648649,6,KMeans,0.38537271,0.4468761299999999,0.1
127,Thyroid Disease,5.640803738483013,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.1
128,Breast Cancer Diagnostic,102.46584938167943,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.1
129,,,,,,,,,
130,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
131,Pen-Based Recognition of Handwritten Text (Local),3.9395606192884247,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.2
132,Speech Accent Data,3.964633277217779,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.2
133,Letter Recognition,4.355365020831387,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.2
134,Landsat Satellite,4.720350508319303,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.2
135,Object Images,5.137988988877416,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.2
136,Pen-Based Recognition of Handwritten Text,5.170158200920958,KMeans,0.88648649,6,KMeans,0.38537271,0.4468761299999999,0.2
137,Thyroid Disease,5.774999662493343,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.2
138,Breast Cancer Diagnostic,102.45840969642352,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.2
139,,,,,,,,,
140,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
141,Pen-Based Recognition of Handwritten Text (Local),4.209437429520505,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
142,Speech Accent Data,4.232911837355296,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
143,Letter Recognition,4.600916220132854,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
144,Landsat Satellite,5.049675260417844,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
145,Object Images,5.347724417902026,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
146,Pen-Based Recognition of Handwritten Text,5.378639365355354,KMeans,0.88648649,6,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
147,Thyroid Disease,6.047159036777844,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
148,Breast Cancer Diagnostic,102.44726195238333,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.30000000000000004
149,,,,,,,,,
150,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
151,Pen-Based Recognition of Handwritten Text (Local),4.7887747485035606,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.4
152,Speech Accent Data,4.80942228772643,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.4
153,Letter Recognition,5.136285640765974,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.4
154,Landsat Satellite,5.698881374968401,Linear,0.71794872,4,KMeans,0.38537271,0.4468761299999999,0.4
155,Object Images,5.814736156411803,Gaussian,0.06772229,5,KMeans,0.38537271,0.4468761299999999,0.4
156,Pen-Based Recognition of Handwritten Text,5.8431807726107,KMeans,0.88648649,6,KMeans,0.38537271,0.4468761299999999,0.4
157,Thyroid Disease,6.598951515685628,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.4
158,Breast Cancer Diagnostic,102.4347750925139,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.4
159,,,,,,,,,
160,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
161,Pen-Based Recognition of Handwritten Text (Local),6.027499839228977,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.5
162,Speech Accent Data,6.043917062773093,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.5
163,Letter Recognition,6.307124614556044,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.5
164,Object Images,6.870920410591489,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.5
165,Pen-Based Recognition of Handwritten Text,6.895009228522278,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,0.5
166,Landsat Satellite,6.9974595137065085,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.5
167,Thyroid Disease,7.748119244459887,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.5
168,Breast Cancer Diagnostic,102.43379181459021,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.5
169,,,,,,,,,
170,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
171,Pen-Based Recognition of Handwritten Text (Local),8.61167828089655,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
172,Speech Accent Data,8.623177022619895,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
173,Letter Recognition,8.809657734855467,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
174,Object Images,9.221702434498889,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
175,Pen-Based Recognition of Handwritten Text,9.239664537371874,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
176,Landsat Satellite,9.610126333598418,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
177,Thyroid Disease,10.169731576011712,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
178,Breast Cancer Diagnostic,102.49893781786324,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
179,,,,,,,,,
180,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
181,Pen-Based Recognition of Handwritten Text (Local),13.854626887485344,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
182,Speech Accent Data,13.861777135028762,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
183,Letter Recognition,13.97854616128105,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
184,Object Images,14.241821483511481,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
185,Pen-Based Recognition of Handwritten Text,14.253458672930366,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
186,Landsat Satellite,14.850002677625623,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
187,Thyroid Disease,15.218130361706596,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
188,Breast Cancer Diagnostic,102.85001942997091,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
189,,,,,,,,,
190,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
191,Pen-Based Recognition of Handwritten Text (Local),24.42187082089763,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.8
192,Speech Accent Data,24.42592789521793,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.8
193,Letter Recognition,24.492383325928994,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.8
194,Object Images,24.643590796987937,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.8
195,Pen-Based Recognition of Handwritten Text,24.6503178953561,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,0.8
196,Landsat Satellite,25.400066026029688,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.8
197,Thyroid Disease,25.61703078631627,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.8
198,Breast Cancer Diagnostic,104.37348260993106,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.8
199,,,,,,,,,
200,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
201,Pen-Based Recognition of Handwritten Text (Local),46.10589637483923,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,0.9
202,Speech Accent Data,46.10804549834213,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,0.9
203,Letter Recognition,46.14328496237613,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,0.9
204,Object Images,46.22372197805139,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,0.9
205,Pen-Based Recognition of Handwritten Text,46.227308795526,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,0.9
206,Landsat Satellite,47.0671937257945,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.9
207,Thyroid Disease,47.18463348805284,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,0.9
208,Breast Cancer Diagnostic,110.64976665044479,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,0.9
209,,,,,,,,,
210,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
211,Pen-Based Recognition of Handwritten Text (Local),92.07130800803222,KMeans,0.52631579,1,KMeans,0.38537271,0.4468761299999999,1.0
212,Speech Accent Data,92.0723842281697,Linear,0.11764706,2,KMeans,0.38537271,0.4468761299999999,1.0
213,Letter Recognition,92.09003651265196,KMeans,0.44545455,3,KMeans,0.38537271,0.4468761299999999,1.0
214,Object Images,92.13036715050426,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,1.0
215,Pen-Based Recognition of Handwritten Text,92.1321667836996,KMeans,0.88648649,5,KMeans,0.38537271,0.4468761299999999,1.0
216,Landsat Satellite,93.02092540049252,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,1.0
217,Thyroid Disease,93.08040327880194,KMeans,0.22317597,7,KMeans,0.38537271,0.4468761299999999,1.0
218,Breast Cancer Diagnostic,134.96373462997636,KMeans,0.83333333,8,KMeans,0.38537271,0.4468761299999999,1.0
219,,,,,,,,,
220,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
221,Speech Accent Data,0.4516009333298958,Linear,0.11764706,1,Linear,0.02505219,0.4987364000000001,0.0
222,Landsat Satellite,2.4379886600452876,Linear,0.71794872,2,Linear,0.02505219,0.4987364000000001,0.0
223,Object Images,3.2999934299124933,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.0
224,Letter Recognition,3.401889642550428,KMeans,0.44545455,4,Linear,0.02505219,0.4987364000000001,0.0
225,Pen-Based Recognition of Handwritten Text,4.399229019509614,KMeans,0.88648649,5,KMeans,0.52631579,1.0,0.0
226,Thyroid Disease,5.012092978939071,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.0
227,KDD-Cup99 HTTP,92.07130800803222,RPCA,0.93849658,7,KMeans,0.52631579,1.0,0.0
228,Breast Cancer Diagnostic,103.59390880626542,KMeans,0.83333333,8,KMeans,0.52631579,1.0,0.0
229,,,,,,,,,
230,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
231,Speech Accent Data,0.4767604700911936,Linear,0.11764706,1,Linear,0.02505219,0.4987364000000001,0.1
232,Landsat Satellite,2.4948524418308624,Linear,0.71794872,2,Linear,0.02505219,0.4987364000000001,0.1
233,Object Images,3.303530502405383,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.1
234,Letter Recognition,3.522245062875242,KMeans,0.44545455,4,Linear,0.02505219,0.4987364000000001,0.1
235,Pen-Based Recognition of Handwritten Text,4.492947040523922,KMeans,0.88648649,5,KMeans,0.52631579,1.0,0.1
236,Thyroid Disease,5.119724214206301,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.1
237,KDD-Cup99 HTTP,92.06773011313538,RPCA,0.93849658,7,KMeans,0.52631579,1.0,0.1
238,Breast Cancer Diagnostic,103.70716004334916,KMeans,0.83333333,8,KMeans,0.52631579,1.0,0.1
239,,,,,,,,,
240,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
241,Speech Accent Data,0.6656730021876927,Linear,0.11764706,1,Linear,0.02505219,0.4987364000000001,0.2
242,Landsat Satellite,2.6468515244009634,Linear,0.71794872,2,Linear,0.02505219,0.4987364000000001,0.2
243,Object Images,3.336035638347223,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.2
244,Letter Recognition,3.795264191456113,KMeans,0.44545455,4,Linear,0.02505219,0.4987364000000001,0.2
245,Pen-Based Recognition of Handwritten Text,4.7100311154972925,KMeans,0.88648649,5,KMeans,0.52631579,1.0,0.2
246,Thyroid Disease,5.364243685296616,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.2
247,KDD-Cup99 HTTP,92.06075133408532,RPCA,0.93849658,7,KMeans,0.52631579,1.0,0.2
248,Breast Cancer Diagnostic,103.95666935812127,KMeans,0.83333333,8,KMeans,0.52631579,1.0,0.2
249,,,,,,,,,
250,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
251,Speech Accent Data,1.1837910904553963,Linear,0.11764706,1,Linear,0.02505219,0.4987364000000001,0.30000000000000004
252,Landsat Satellite,2.9970568073544115,Linear,0.71794872,2,Linear,0.02505219,0.4987364000000001,0.30000000000000004
253,Object Images,3.4766901760615316,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.30000000000000004
254,Letter Recognition,4.309277327226575,KMeans,0.44545455,4,Linear,0.02505219,0.4987364000000001,0.30000000000000004
255,Pen-Based Recognition of Handwritten Text,5.133247890853575,KMeans,0.88648649,5,KMeans,0.52631579,1.0,0.30000000000000004
256,Thyroid Disease,5.827455433508723,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.30000000000000004
257,KDD-Cup99 HTTP,92.05128307316727,RPCA,0.93849658,7,KMeans,0.52631579,1.0,0.30000000000000004
258,Breast Cancer Diagnostic,104.40701210374809,KMeans,0.83333333,8,KMeans,0.52631579,1.0,0.30000000000000004
259,,,,,,,,,
260,Pen-Based Recognition of Handwritten Text (Local),0,KMeans,0.52631579,0,KMeans,0.52631579,1,
261,Speech Accent Data,2.1903545048002435,Linear,0.11764706,1,Linear,0.02505219,0.4987364000000001,0.4
262,Landsat Satellite,3.7608070395588142,Linear,0.71794872,2,Linear,0.02505219,0.4987364000000001,0.4
263,Object Images,3.934928981719989,Gaussian,0.06772229,3,Linear,0.02505219,0.4987364000000001,0.4
264,Letter Recognition,5.246522905106406,KMeans,0.44545455,4,Linear,0.02505219,0.4987364000000001,0.4
265,Pen-Based Recognition of Handwritten Text,5.941915972126315,KMeans,0.88648649,5,KMeans,0.52631579,1.0,0.4
266,Thyroid Disease,6.684339676573599,KMeans,0.22317597,6,KMeans,0.52631579,1.0,0.4
267,KDD-Cup99 HTTP,92.0442962574109,RPCA,0.93849658,7,KMeans,0.52631579,1.0,0.4
